	act	scene	char_from	text	all	barnardo	both	captain	danes	first ambassador	first clown	first player	first sailor	fortinbras	francisco	gentleman	ghost	guildenstern	hamlet	horatio	king	laertes	lord	lords	lucianus	marcellus	messenger	ophelia	osric	player king	player queen	polonius	priest	prologue	queen	reynaldo	rosencrantz	second clown	servant	voltemand
45	1	1	marcellus	good now sit down and tell i he that know why this same strict and most observant watch so nightly toil the subject of the land and why such daily cast of brazen cannon and foreign mart for implement of war why such impress of shipwright whose sore task do not divide the sunday from the week what might be toward that this sweaty haste doth make the night joint labourer with the day who is t that can inform i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	1	1	horatio	that can i at least the whisper go so our last king whose image even but now appear d to we be as you know by fortinbras of norway thereto prick d on by a most emulate pride dar d to the combat in which our valiant hamlet for so this side of our known world esteem d he do slay this fortinbras who by a seal d compact well ratify by law and heraldry do forfeit with his life all those his land which he stand seiz d of to the conqueror against the which a moiety competent be gage by our king which have return d to the inheritance of fortinbras have he be vanquisher as by the same cov nant and carriage of the article design d his fall to hamlet now sir young fortinbras of unimproved mettle hot and full hath in the skirt of norway here and there shark d up a list of lawless resolute for food and diet to some enterprise that hath a stomach in t which be no other as it doth well appear unto our state but to recover of we by strong hand and term compulsatory those foresaid land so by his father lose and this i take it be the main motive of our preparation the source of this our watch and the chief head of this post haste and rummage in the land	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	1	1	barnardo	i think it be no other but e en so well may it sort that this portentous figure come armed through our watch so like the king that be and be the question of these war	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	1	1	horatio	a mote it be to trouble the mind s eye in the most high and palmy state of rome a little ere the mighty julius fall the grave stand tenantless and the sheeted dead do squeak and gibber in the roman street as star with train of fire and dew of blood disaster in the sun and the moist star upon whose influence neptune s empire stand be sick almost to doomsday with eclipse and even the like precurse of fierce event as harbinger precede still the fate and prologue to the omen come on have heaven and earth together demonstrate unto our climature and countryman re enter ghost but soft behold lo where it come again i ll cross it though it blast i stay illusion if thou hast any sound or use of voice speak to i if there be any good thing to be do that may to thee do ease and grace to i speak to i if thou art privy to thy country s fate which happily foreknowing may avoid o speak or if thou hast uphoarde in thy life extort treasure in the womb of earth for which they say you spirit oft walk in death speak of it stay and speak stop it marcellus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	1	1	marcellus	shall i strike at it with my partisan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	1	1	horatio	do if it will not stand	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	1	1	barnardo	ti here	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	1	1	horatio	ti here	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	1	1	marcellus	tis go we do it wrong be so majestical to offer it the show of violence for it be as the air invulnerable and our vain blow malicious mockery	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	1	1	barnardo	it be about to speak when the cock crew	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	1	1	horatio	and then it start like a guilty thing upon a fearful summon i have hear the cock that be the trumpet to the morn doth with his lofty and shrill sound throat awake the god of day and at his warning whether in sea or fire in earth or air th extravagant and err spirit hie to his confine and of the truth herein this present object make probation	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	1	1	marcellus	it fade on the crowing of the cock some say that ever gainst that season come wherein our saviour s birth be celebrate the bird of dawn singeth all night long and then they say no spirit dare stir abroad the night be wholesome then no planet strike no fairy take nor witch hath power to charm so hallow d and so gracious be the time	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	1	1	horatio	so have i hear and do in part believe it but look the morn in russet mantle clothe walks o er the dew of yon high eastward hill break we our watch up and by my advice let we impart what we have see tonight unto young hamlet for upon my life this spirit dumb to we will speak to he do you consent we shall acquaint he with it as needful in our love fit our duty	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	1	1	marcellus	let s do t i pray and i this morning know where we shall find he most conveniently	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	1	2	king	though yet of hamlet our dear brother s death the memory be green and that it we befit to bear our heart in grief and our whole kingdom to be contract in one brow of woe yet so far hath discretion fight with nature that we with wise sorrow think on he together with remembrance of ourselves therefore our sometime sister now our queen th imperial jointress to this warlike state have we as twere with a defeated joy with one auspicious and one drop eye with mirth in funeral and with dirge in marriage in equal scale weighing delight and dole take to wife nor have we herein barr d your well wisdom which have freely go with this affair along for all our thank now follow that you know young fortinbras hold a weak supposal of our worth or think by our late dear brother s death our state to be disjoint and out of frame colleagued with this dream of his advantage he hath not fail d to pester we with message import the surrender of those land lose by his father with all bond of law to our most valiant brother so much for he now for ourself and for this time of meeting thus much the business be we have here writ to norway uncle of young fortinbras who impotent and bed rid scarcely hear of this his nephew s purpose to suppress his further gait herein in that the levy the list and full proportion be all make out of his subject and we here dispatch you good cornelius and you voltemand for bearer of this greeting to old norway give to you no further personal power to business with the king more than the scope of these dilated article allow farewell and let your haste commend your duty cornelius and	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
60	1	2	voltemand	in that and all thing will we show our duty	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	1	2	king	we doubt it nothing heartily farewell and now laertes what the news with you you tell we of some suit what is t laerte you can not speak of reason to the dane and lose your voice what wouldst thou beg laertes that shall not be my offer not thy ask the head be not more native to the heart the hand more instrumental to the mouth than be the throne of denmark to thy father what wouldst thou have laertes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
62	1	2	laertes	dread my lord your leave and favour to return to france from whence though willingly i come to denmark to show my duty in your coronation yet now i must confess that duty do my thought and wish bend again toward france and bow they to your gracious leave and pardon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	1	2	king	have you your father s leave what say polonius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	1	2	polonius	he hath my lord wring from i my slow leave by laboursome petition and at last upon his will i seal d my hard consent i do beseech you give he leave to go	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	1	2	king	take thy fair hour laertes time be thine and thy good grace spend it at thy will but now my cousin hamlet and my son	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
66	1	2	hamlet	a little more than kin and less than kind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	1	2	king	how be it that the cloud still hang on you	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	1	2	hamlet	not so my lord i be too much i the sun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	1	2	queen	good hamlet cast thy nighted colour off and let thine eye look like a friend on denmark do not for ever with thy vaile lid seek for thy noble father in the dust thou know st tis common all that life must die pass through nature to eternity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	1	2	hamlet	ay madam it be common	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
71	1	2	queen	if it be why seem it so particular with thee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	1	2	hamlet	seems madam nay it be i know not seem tis not alone my inky cloak good mother nor customary suit of solemn black nor windy suspiration of forc d breath no nor the fruitful river in the eye nor the dejected haviour of the visage together with all form mood show of grief that can denote i truly these indeed seem for they be action that a man might play but i have that within which passeth show these but the trapping and the suit of woe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
73	1	2	king	tis sweet and commendable in your nature hamlet to give these mourning duty to your father but you must know your father lose a father that father lose lose his and the survivor bind in filial obligation for some term to do obsequious sorrow but to persevere in obstinate condolement be a course of impious stubbornness tis unmanly grief it show a will most incorrect to heaven a heart unfortified a mind impatient an understanding simple and unschool d for what we know must be and be as common as any the most vulgar thing to sense why should we in our peevish opposition take it to heart fie tis a fault to heaven a fault against the dead a fault to nature to reason most absurd whose common theme be death of father and who still hath cry from the first corse till he that die today this must be so we pray you throw to earth this unprevaile woe and think of we as of a father for let the world take note you be the most immediate to our throne and with no less nobility of love than that which dear father bear his son do i impart toward you for your intent in go back to school in wittenberg it be most retrograde to our desire and we beseech you bend you to remain here in the cheer and comfort of our eye our chief courtier cousin and our son	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	1	2	queen	let not thy mother lose her prayer hamlet i pray thee stay with we go not to wittenberg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	1	2	hamlet	i shall in all my good obey you madam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
76	1	2	king	why tis a loving and a fair reply be as ourself in denmark madam come this gentle and unforc d accord of hamlet sit smile to my heart in grace whereof no jocund health that denmark drink today but the great cannon to the cloud shall tell and the king s rouse the heaven shall bruit again re speak earthly thunder come away	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	1	2	hamlet	o that this too too solid flesh would melt thaw and resolve itself into a dew or that the everlasting have not fix d his canon gainst self slaughter o god o god how weary stale flat and unprofitable seem to i all the use of this world fie on t oh fie tis an unweeded garden that grow to seed thing rank and gross in nature possess it merely that it should come to this but two month dead nay not so much not two so excellent a king that be to this hyperion to a satyr so love to my mother that he might not beteem the wind of heaven visit her face too roughly heaven and earth must i remember why she would hang on he as if increase of appetite have grow by what it feed on and yet within a month let i not think on t frailty thy name be woman a little month or ere those shoe be old with which she follow my poor father s body like niobe all tears why she even she o god a beast that want discourse of reason would have mourn d longer marrie with mine uncle my father s brother but no more like my father than i to hercules within a month ere yet the salt of most unrighteous tear have leave the flushing in her gall eye she marry o most wicked speed to post with such dexterity to incestuous sheet it be not nor it can not come to good but break my heart for i must hold my tongue enter horatio marcellus and barnardo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1	2	horatio	hail to your lordship	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	1	2	hamlet	i be glad to see you well horatio or i do forget myself	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	1	2	horatio	the same my lord and your poor servant ever	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	1	2	hamlet	sir my good friend i ll change that name with you and what make you from wittenberg horatio marcellus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	1	2	marcellus	my good lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	1	2	hamlet	i be very glad to see you good even sir but what in faith make you from wittenberg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	1	2	horatio	a truant disposition good my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	1	2	hamlet	i would not hear your enemy say so nor shall you do my ear that violence to make it truster of your own report against yourself i know you be no truant but what be your affair in elsinore we ll teach you to drink deep ere you depart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	1	2	horatio	my lord i come to see your father s funeral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	1	2	hamlet	i prithee do not mock i fellow student i think it be to see my mother s wedding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	1	2	horatio	indeed my lord it follow d hard upon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	1	2	hamlet	thrift thrift horatio the funeral bak d meat do coldly furnish forth the marriage table would i have meet my dear foe in heaven or ever i have see that day horatio my father methink i see my father	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	1	2	horatio	where my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	1	2	hamlet	in my mind s eye horatio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	1	2	horatio	i see he once he be a goodly king	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	1	2	hamlet	he be a man take he for all in all i shall not look upon his like again	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	1	2	horatio	my lord i think i see he yesternight	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	1	2	hamlet	see who	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	1	2	horatio	my lord the king your father	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	1	2	hamlet	the king my father	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	1	2	horatio	season your admiration for a while with an attent ear till i may deliver upon the witness of these gentleman this marvel to you	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	1	2	hamlet	for god s love let i hear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	1	2	horatio	two night together have these gentleman marcellus and barnardo on their watch in the dead waste and middle of the night be thus encounter d a figure like your father armed at point exactly cap à pie appear before they and with solemn march go slow and stately by they thrice he walk d by their oppress d and fear surprise eye within his truncheon s length whilst they distill d almost to jelly with the act of fear stand dumb and speak not to he this to i in dreadful secrecy impart they do and i with they the third night keep the watch where as they have deliver d both in time form of the thing each word make true and good the apparition come i know your father these hand be not more like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	1	2	hamlet	but where be this	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	1	2	marcellus	my lord upon the platform where we watch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	1	2	hamlet	do you not speak to it	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	1	2	horatio	my lord i do but answer make it none yet once methought it lift up it head and do address itself to motion like as it would speak but even then the morning cock crew loud and at the sound it shrink in haste away and vanish d from our sight	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	1	2	hamlet	tis very strange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
