	act	scene	speaking	text	player king	king	danes	reynaldo	queen	laertes	polonius	gentleman	second clown	hamlet	voltemand	servant	francisco	messenger	lord	barnardo	osric	marcellus	guildenstern	prologue	priest	fortinbras	ophelia	captain	rosencrantz	lucianus	ghost	horatio	first clown	player queen	player
41	1	1	marcellus	" Is it not like the King?
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
42	1	1	horatio	" As thou art to thyself: Such was the very armour he had on
When he th’ambitious Norway combated; So frown’d he once, when in an
angry parle He smote the sledded Polacks on the ice. ’Tis strange.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
43	1	1	marcellus	" Thus twice before, and jump at this dead hour, With martial
stalk hath he gone by our watch.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
44	1	1	horatio	" In what particular thought to work I know not; But in the
gross and scope of my opinion, This bodes some strange eruption to our
state.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
45	1	1	marcellus	" Good now, sit down, and tell me, he that knows, Why this
same strict and most observant watch So nightly toils the subject of
the land, And why such daily cast of brazen cannon And foreign mart for
implements of war; Why such impress of shipwrights, whose sore task
Does not divide the Sunday from the week. What might be toward, that
this sweaty haste Doth make the night joint-labourer with the day: Who
is’t that can inform me?
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
46	1	1	horatio	" That can I; At least, the whisper goes so. Our last King,
Whose image even but now appear’d to us, Was, as you know, by
Fortinbras of Norway, Thereto prick’d on by a most emulate pride, Dar’d
to the combat; in which our valiant Hamlet, For so this side of our
known world esteem’d him, Did slay this Fortinbras; who by a seal’d
compact, Well ratified by law and heraldry, Did forfeit, with his life,
all those his lands Which he stood seiz’d of, to the conqueror; Against
the which, a moiety competent Was gaged by our King; which had return’d
To the inheritance of Fortinbras, Had he been vanquisher; as by the
same cov’nant And carriage of the article design’d, His fell to Hamlet.
Now, sir, young Fortinbras, Of unimproved mettle, hot and full, Hath in
the skirts of Norway, here and there, Shark’d up a list of lawless
resolutes, For food and diet, to some enterprise That hath a stomach
in’t; which is no other, As it doth well appear unto our state, But to
recover of us by strong hand And terms compulsatory, those foresaid
lands So by his father lost. And this, I take it, Is the main motive of
our preparations, The source of this our watch, and the chief head Of
this post-haste and rummage in the land.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
47	1	1	barnardo	" I think it be no other but e’en so: Well may it sort that
this portentous figure Comes armed through our watch so like the King
That was and is the question of these wars.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
48	1	1	horatio	" A mote it is to trouble the mind’s eye. In the most high and
palmy state of Rome, A little ere the mightiest Julius fell, The graves
stood tenantless and the sheeted dead Did squeak and gibber in the
Roman streets; As stars with trains of fire and dews of blood,
Disasters in the sun; and the moist star, Upon whose influence
Neptune’s empire stands, Was sick almost to doomsday with eclipse. And
even the like precurse of fierce events, As harbingers preceding still
the fates And prologue to the omen coming on, Have heaven and earth
together demonstrated Unto our climatures and countrymen.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
49	1	1	horatio	"But, soft, behold! Lo, where it comes again! I’ll cross it, though it
blast me. Stay, illusion! If thou hast any sound, or use of voice,
Speak to me. If there be any good thing to be done, That may to thee do
ease, and grace to me, Speak to me. If thou art privy to thy country’s
fate, Which, happily, foreknowing may avoid, O speak! Or if thou hast
uphoarded in thy life Extorted treasure in the womb of earth, For
which, they say, you spirits oft walk in death, Speak of it. Stay, and
speak!
Stop it, Marcellus!
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
50	1	1	marcellus	" Shall I strike at it with my partisan?
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
51	1	1	horatio	" Do, if it will not stand.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
52	1	1	barnardo	" ’Tis here!
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
53	1	1	horatio	" ’Tis here!
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
54	1	1	marcellus	" ’Tis gone! We do it wrong, being so majestical, To offer it
the show of violence, For it is as the air, invulnerable, And our vain
blows malicious mockery.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
55	1	1	barnardo	" It was about to speak, when the cock crew.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
56	1	1	horatio	" And then it started, like a guilty thing Upon a fearful
summons. I have heard The cock, that is the trumpet to the morn, Doth
with his lofty and shrill-sounding throat Awake the god of day; and at
his warning, Whether in sea or fire, in earth or air, Th’extravagant
and erring spirit hies To his confine. And of the truth herein This
present object made probation.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
57	1	1	marcellus	" It faded on the crowing of the cock. Some say that ever
’gainst that season comes Wherein our Saviour’s birth is celebrated,
The bird of dawning singeth all night long; And then, they say, no
spirit dare stir abroad, The nights are wholesome, then no planets
strike, No fairy takes, nor witch hath power to charm; So hallow’d and
so gracious is the time.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
58	1	1	horatio	" So have I heard, and do in part believe it. But look, the morn
in russet mantle clad, Walks o’er the dew of yon high eastward hill.
Break we our watch up, and by my advice, Let us impart what we have
seen tonight Unto young Hamlet; for upon my life, This spirit, dumb to
us, will speak to him. Do you consent we shall acquaint him with it, As
needful in our loves, fitting our duty?
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
59	1	1	marcellus	" Let’s do’t, I pray, and I this morning know Where we shall
find him most conveniently.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
60	1	2	king	" Though yet of Hamlet our dear brother’s death The memory be
green, and that it us befitted To bear our hearts in grief, and our
whole kingdom To be contracted in one brow of woe; Yet so far hath
discretion fought with nature That we with wisest sorrow think on him,
Together with remembrance of ourselves. Therefore our sometime sister,
now our queen, Th’imperial jointress to this warlike state, Have we, as
’twere with a defeated joy, With one auspicious and one dropping eye,
With mirth in funeral, and with dirge in marriage, In equal scale
weighing delight and dole, Taken to wife; nor have we herein barr’d
Your better wisdoms, which have freely gone With this affair along. For
all, our thanks. Now follows, that you know young Fortinbras, Holding a
weak supposal of our worth, Or thinking by our late dear brother’s
death Our state to be disjoint and out of frame, Colleagued with this
dream of his advantage, He hath not fail’d to pester us with message,
Importing the surrender of those lands Lost by his father, with all
bonds of law, To our most valiant brother. So much for him. Now for
ourself and for this time of meeting: Thus much the business is: we
have here writ To Norway, uncle of young Fortinbras, Who, impotent and
bed-rid, scarcely hears Of this his nephew’s purpose, to suppress His
further gait herein; in that the levies, The lists, and full
proportions are all made Out of his subject: and we here dispatch You,
good Cornelius, and you, Voltemand, For bearers of this greeting to old
Norway, Giving to you no further personal power To business with the
King, more than the scope Of these dilated articles allow. Farewell;
and let your haste commend your duty.
"	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	1	2	voltemand	" In that, and all things, will we show our
duty.
"	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	1	2	king	" We doubt it nothing: heartily farewell.
"	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	1	2	king	"And now, Laertes, what’s the news with you? You told us of some suit.
What is’t, Laertes? You cannot speak of reason to the Dane, And lose
your voice. What wouldst thou beg, Laertes, That shall not be my offer,
not thy asking? The head is not more native to the heart, The hand more
instrumental to the mouth, Than is the throne of Denmark to thy father.
What wouldst thou have, Laertes?
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	1	2	laertes	" Dread my lord, Your leave and favour to return to France, From
whence though willingly I came to Denmark To show my duty in your
coronation; Yet now I must confess, that duty done, My thoughts and
wishes bend again toward France, And bow them to your gracious leave
and pardon.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	1	2	king	" Have you your father’s leave? What says Polonius?
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	1	2	polonius	" He hath, my lord, wrung from me my slow leave By laboursome
petition; and at last Upon his will I seal’d my hard consent. I do
beseech you give him leave to go.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	1	2	king	" Take thy fair hour, Laertes; time be thine, And thy best graces
spend it at thy will! But now, my cousin Hamlet, and my son—
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	1	2	hamlet	" [_Aside._] A little more than kin, and less than kind.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	1	2	king	" How is it that the clouds still hang on you?
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	1	2	hamlet	" Not so, my lord, I am too much i’ the sun.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	1	2	queen	" Good Hamlet, cast thy nighted colour off, And let thine eye look
like a friend on Denmark. Do not for ever with thy vailed lids Seek for
thy noble father in the dust. Thou know’st ’tis common, all that lives
must die, Passing through nature to eternity.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	1	2	hamlet	" Ay, madam, it is common.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	1	2	queen	" If it be, Why seems it so particular with thee?
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	1	2	hamlet	" Seems, madam! Nay, it is; I know not seems. ’Tis not alone my
inky cloak, good mother, Nor customary suits of solemn black, Nor windy
suspiration of forc’d breath, No, nor the fruitful river in the eye,
Nor the dejected haviour of the visage, Together with all forms, moods,
shows of grief, That can denote me truly. These indeed seem, For they
are actions that a man might play; But I have that within which passeth
show; These but the trappings and the suits of woe.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	1	2	king	" ’Tis sweet and commendable in your nature, Hamlet, To give these
mourning duties to your father; But you must know, your father lost a
father, That father lost, lost his, and the survivor bound In filial
obligation, for some term To do obsequious sorrow. But to persevere In
obstinate condolement is a course Of impious stubbornness. ’Tis unmanly
grief, It shows a will most incorrect to heaven, A heart unfortified, a
mind impatient, An understanding simple and unschool’d; For what we
know must be, and is as common As any the most vulgar thing to sense,
Why should we in our peevish opposition Take it to heart? Fie, ’tis a
fault to heaven, A fault against the dead, a fault to nature, To reason
most absurd, whose common theme Is death of fathers, and who still hath
cried, From the first corse till he that died today, ‘This must be so.’
We pray you throw to earth This unprevailing woe, and think of us As of
a father; for let the world take note You are the most immediate to our
throne, And with no less nobility of love Than that which dearest
father bears his son Do I impart toward you. For your intent In going
back to school in Wittenberg, It is most retrograde to our desire: And
we beseech you bend you to remain Here in the cheer and comfort of our
eye, Our chiefest courtier, cousin, and our son.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	1	2	queen	" Let not thy mother lose her prayers, Hamlet. I pray thee stay
with us; go not to Wittenberg.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	1	2	hamlet	" I shall in all my best obey you, madam.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1	2	king	" Why, ’tis a loving and a fair reply. Be as ourself in Denmark.
Madam, come; This gentle and unforc’d accord of Hamlet Sits smiling to
my heart; in grace whereof, No jocund health that Denmark drinks today
But the great cannon to the clouds shall tell, And the King’s rouse the
heaven shall bruit again, Re-speaking earthly thunder. Come away.
"	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	1	2	hamlet	" O that this too too solid flesh would melt, Thaw, and resolve
itself into a dew! Or that the Everlasting had not fix’d His canon
’gainst self-slaughter. O God! O God! How weary, stale, flat, and
unprofitable Seem to me all the uses of this world! Fie on’t! Oh fie!
’tis an unweeded garden That grows to seed; things rank and gross in
nature Possess it merely. That it should come to this! But two months
dead—nay, not so much, not two: So excellent a king; that was to this
Hyperion to a satyr; so loving to my mother, That he might not beteem
the winds of heaven Visit her face too roughly. Heaven and earth! Must
I remember? Why, she would hang on him As if increase of appetite had
grown By what it fed on; and yet, within a month— Let me not think
on’t—Frailty, thy name is woman! A little month, or ere those shoes
were old With which she followed my poor father’s body Like Niobe, all
tears.—Why she, even she— O God! A beast that wants discourse of reason
Would have mourn’d longer,—married with mine uncle, My father’s
brother; but no more like my father Than I to Hercules. Within a month?
Ere yet the salt of most unrighteous tears Had left the flushing in her
galled eyes, She married. O most wicked speed, to post With such
dexterity to incestuous sheets! It is not, nor it cannot come to good.
But break my heart, for I must hold my tongue.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	1	2	horatio	" Hail to your lordship!
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
81	1	2	hamlet	" I am glad to see you well: Horatio, or I do forget myself.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
82	1	2	horatio	" The same, my lord, And your poor servant ever.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
83	1	2	hamlet	" Sir, my good friend; I’ll change that name with you: And what
make you from Wittenberg, Horatio?— Marcellus?
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
84	1	2	marcellus	" My good lord.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
85	1	2	hamlet	" I am very glad to see you.—Good even, sir.— But what, in faith,
make you from Wittenberg?
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
86	1	2	horatio	" A truant disposition, good my lord.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
87	1	2	hamlet	" I would not hear your enemy say so; Nor shall you do my ear
that violence, To make it truster of your own report Against yourself.
I know you are no truant. But what is your affair in Elsinore? We’ll
teach you to drink deep ere you depart.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
88	1	2	horatio	" My lord, I came to see your father’s funeral.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
89	1	2	hamlet	" I prithee do not mock me, fellow-student. I think it was to see
my mother’s wedding.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
90	1	2	horatio	" Indeed, my lord, it follow’d hard upon.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
91	1	2	hamlet	" Thrift, thrift, Horatio! The funeral bak’d meats Did coldly
furnish forth the marriage tables. Would I had met my dearest foe in
heaven Or ever I had seen that day, Horatio. My father,—methinks I see
my father.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
92	1	2	horatio	" Where, my lord?
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
93	1	2	hamlet	" In my mind’s eye, Horatio.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
94	1	2	horatio	" I saw him once; he was a goodly king.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
95	1	2	hamlet	" He was a man, take him for all in all, I shall not look upon
his like again.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
96	1	2	horatio	" My lord, I think I saw him yesternight.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
97	1	2	hamlet	" Saw? Who?
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
98	1	2	horatio	" My lord, the King your father.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
99	1	2	hamlet	" The King my father!
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
100	1	2	horatio	" Season your admiration for a while With an attent ear, till I
may deliver Upon the witness of these gentlemen This marvel to you.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
101	1	2	hamlet	" For God’s love let me hear.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
