	act	scene	speaking	text	first musician	second musician	servant	lady montague	montague	benvolio	first servant	page	chorus	juliet	balthasar	third musician	capulet	third watch	friar lawrence	peter	sampson	first watch	tybalt	first citizen	second watch	friar john	mercutio	romeo	lady capulet	paris	nurse	prince	apothecary	gregory	second servant	capulet’s cousin	abram
49	1	1	lady montague	thou shalt not stir one foot to seek a foe	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1
50	1	1	prince	rebellious subject enemy to peace profaners of this neighbour stain steel will they not hear what ho you man you beast that quench the fire of your pernicious ragewith purple fountain issue from your vein on pain of torture from those bloody handsthrow your mistemper d weapon to the groundand hear the sentence of your move prince three civil brawl breed of an airy word by thee old capulet and montague have thrice disturb d the quiet of our street and make verona s ancient citizenscast by their grave beseeming ornament to wield old partisan in hand as old canker d with peace to part your canker d hate if ever you disturb our street again your life shall pay the forfeit of the peace for this time all the rest depart away you capulet shall go along with i and montague come you this afternoon to know our farther pleasure in this case to old free town our common judgement place once more on pain of death all man depart	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1
51	1	1	prince	citizen and servant	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
52	1	1	montague	who set this ancient quarrel new abroach speak nephew be you by when it begin	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
53	1	1	benvolio	here be the servant of your adversaryand your close fighting ere i do approach i draw to part they in the instant camethe fiery tybalt with his sword prepar d which as he breath d defiance to my ear he swing about his head and cut the wind who nothing hurt withal hiss d he in scorn while we be interchange thrust and blowscame more and more and fight on part and part till the prince come who part either part	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
54	1	1	lady montague	o where be romeo see you he today right glad i be he be not at this fray	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
55	1	1	benvolio	madam an hour before the worshipp d sunpeer d forth the golden window of the east a troubled mind drave i to walk abroad where underneath the grove of sycamorethat westward rooteth from this city side so early walk do i see your son towards he i make but he be ware of i and steal into the covert of the wood i measure his affection by my own which then most seek where most might not be find be one too many by my weary self pursu d my humour not pursue his and gladly shunn d who gladly flee from i	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
56	1	1	montague	many a morning hath he there be see with tear augment the fresh morning s dew add to cloud more cloud with his deep sighs but all so soon as the all cheer sunshould in the farth east begin to drawthe shady curtain from aurora s bed away from light steal home my heavy son and private in his chamber pen himself shut up his window lock fair daylight outand make himself an artificial night black and portentous must this humour prove unless good counsel may the cause remove	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
57	1	1	benvolio	my noble uncle do you know the cause	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
58	1	1	montague	i neither know it nor can learn of he	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
59	1	1	benvolio	have you importun d he by any mean	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
60	1	1	montague	both by myself and many other friends but he his own affection counsellor be to himself i will not say how true but to himself so secret and so close so far from sound and discovery as be the bud bit with an envious wormere he can spread his sweet leave to the air or dedicate his beauty to the sun could we but learn from whence his sorrow grow we would as willingly give cure as know	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
61	1	1	benvolio	see where he come so please you step aside i ll know his grievance or be much deny	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
62	1	1	montague	i would thou wert so happy by thy stayto hear true shrift come madam let s away	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
63	1	1	benvolio	good morrow cousin	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
64	1	1	romeo	be the day so young	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
65	1	1	benvolio	but new strike nine	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
66	1	1	romeo	ay i sad hour seem long be that my father that go hence so fast	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
67	1	1	benvolio	it be what sadness lengthen romeo s hour	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
68	1	1	romeo	not have that which have make they short	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
69	1	1	benvolio	in love	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
70	1	1	romeo	out	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
71	1	1	benvolio	of love	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
72	1	1	romeo	out of her favour where i be in love	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
73	1	1	benvolio	alas that love so gentle in his view should be so tyrannous and rough in proof	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
74	1	1	romeo	alas that love whose view be muffle still should without eye see pathway to his will where shall we dine o i what fray be here yet tell i not for i have hear it all here much to do with hate but more with love why then o brawl love o love hate o anything of nothing first create o heavy lightness serious vanity misshapen chaos of well seem forms feather of lead bright smoke cold fire sick health still wake sleep that be not what it is this love feel i that feel no love in this dost thou not laugh	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
75	1	1	benvolio	no coz i rather weep	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
76	1	1	romeo	good heart at what	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
77	1	1	benvolio	at thy good heart s oppression	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
78	1	1	romeo	why such be love s transgression grief of mine own lie heavy in my breast which thou wilt propagate to have it prestwith more of thine this love that thou hast showndoth add more grief to too much of mine own love be a smoke make with the fume of sighs being purg d a fire sparkle in lover eyes being vex d a sea nourish d with lover tear what be it else a madness most discreet a choke gall and a preserve sweet farewell my coz	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
79	1	1	benvolio	soft i will go along and if you leave i so you do i wrong	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
80	1	1	romeo	tut i have lose myself i be not here this be not romeo he some other where	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
81	1	1	benvolio	tell i in sadness who be that you love	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
82	1	1	romeo	what shall i groan and tell thee	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
83	1	1	benvolio	groan why no but sadly tell i who	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
84	1	1	romeo	bid a sick man in sadness make his will a word ill urg d to one that be so ill in sadness cousin i do love a woman	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
85	1	1	benvolio	i aim d so near when i suppos d you lov d	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
86	1	1	romeo	a right good markman and she fair i love	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
87	1	1	benvolio	a right fair mark fair coz be soon hit	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
88	1	1	romeo	well in that hit you miss she ll not be hitwith cupid s arrow she hath dian s wit and in strong proof of chastity well arm d from love s weak childish bow she live uncharm d she will not stay the siege of love termsnor bide th encounter of assail eye nor ope her lap to saint seduce gold o she rich in beauty only poorthat when she die with beauty die her store	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
89	1	1	benvolio	then she hath swear that she will still live chaste	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
90	1	1	romeo	she hath and in that sparing make huge waste for beauty starv d with her severity cut beauty off from all posterity she be too fair too wise wisely too fair to merit bliss by make i despair she hath forswear to love and in that vowdo i live dead that live to tell it now	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
91	1	1	benvolio	be rul d by i forget to think of she	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
92	1	1	romeo	o teach i how i should forget to think	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
93	1	1	benvolio	by give liberty unto thine eyes examine other beauty	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
94	1	1	romeo	tis the wayto call hers exquisite in question more these happy mask that kiss fair lady brow be black put we in mind they hide the fair he that be strucken blind can not forgetthe precious treasure of his eyesight lose show i a mistress that be pass fair what doth her beauty serve but as a notewhere i may read who pass d that pass fair farewell thou canst not teach i to forget	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
95	1	1	benvolio	i ll pay that doctrine or else die in debt	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
96	1	2	capulet	but montague be bind as well as i in penalty alike and tis not hard i think for man so old as we to keep the peace	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
97	1	2	paris	of honourable reckoning be you both and pity tis you liv d at odd so long but now my lord what say you to my suit	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
98	1	2	capulet	but say o er what i have say before my child be yet a stranger in the world she hath not see the change of fourteen years let two more summer wither in their prideere we may think her ripe to be a bride	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
99	1	2	paris	young than she be happy mother make	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
100	1	2	capulet	and too soon marr d be those so early make the earth hath swallow all my hope but she she be the hopeful lady of my earth but woo she gentle paris get her heart my will to her consent be but a part and she agree within her scope of choicelie my consent and fair accord voice this night i hold an old accustom d feast whereto i have invite many a guest such as i love and you among the store one more most welcome make my number more at my poor house look to behold this nightearth tread star that make dark heaven light such comfort as do lusty young man feelwhen well apparell d april on the heelof limp winter tread even such delightamong fresh female bud shall you this nightinherit at my house hear all all see and like she most whose merit most shall be which on more view of many mine be one may stand in number though in reckon none come go with i go sirrah trudge aboutthrough fair verona find those person outwhose name be write there give a paper and to they say my house and welcome on their pleasure stay	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
101	1	2	servant	find they out whose name be write here it be write that theshoemaker should meddle with his yard and the tailor with his last thefisher with his pencil and the painter with his net but i be send tofind those person whose name be here writ and can never find whatname the writing person hath here writ i must to the learn in goodtime	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	1	2	benvolio	tut man one fire burn out another s burning one pain be lessen d by another s anguish turn giddy and be holp by backward turning one desperate grief cure with another s languish take thou some new infection to thy eye and the rank poison of the old will die	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
103	1	2	romeo	your plantain leaf be excellent for that	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
104	1	2	benvolio	for what i pray thee	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
105	1	2	romeo	for your broken shin	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
106	1	2	benvolio	why romeo art thou mad	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
107	1	2	romeo	not mad but bind more than a madman be shut up in prison keep without my food whipp d and torment and god den good fellow	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
108	1	2	servant	god gi go den i pray sir can you read	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
109	1	2	romeo	ay mine own fortune in my misery	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
110	1	2	servant	perhaps you have learn it without book but i pray can you read anything you see	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
111	1	2	romeo	ay if i know the letter and the language	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
112	1	2	servant	ye say honestly rest you merry	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
113	1	2	romeo	stay fellow i can read signior martino and his wife and daughters county anselmo and his beauteous sisters the lady widow of utruvio signior placentio and his lovely nieces mercutio and his brother valentine mine uncle capulet his wife and daughters my fair niece rosaline and livia signior valentio and his cousin tybalt lucio and the lively helena a fair assembly give back the paper whither should they come	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
114	1	2	servant	up	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
115	1	2	romeo	whither to supper	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
116	1	2	servant	to our house	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
117	1	2	romeo	whose house	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
118	1	2	servant	my master s	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
119	1	2	romeo	indeed i should have ask d you that before	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
120	1	2	servant	now i ll tell you without ask my master be the great rich capulet and if you be not of the house of montagues i pray come and crush acup of wine rest you merry	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
121	1	2	benvolio	at this same ancient feast of capulet ssup the fair rosaline whom thou so lov st with all the admire beauty of verona go thither and with unattainted eye compare her face with some that i shall show and i will make thee think thy swan a crow	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
122	1	2	romeo	when the devout religion of mine eyemaintain such falsehood then turn tear to fire and these who often drown d could never die transparent heretic be burn for liar one fair than my love the all seeing sunne er see her match since first the world begin	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
123	1	2	benvolio	tut you see she fair none else be by herself pois d with herself in either eye but in that crystal scale let there be weigh dyour lady s love against some other maidthat i will show you shine at this feast and she shall scant show well that now show well	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
124	1	2	romeo	i ll go along no such sight to be show but to rejoice in splendour of my own	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
