	act	scene	speaking	text	first musician	second musician	servant	lady montague	montague	benvolio	first servant	page	chorus	juliet	balthasar	third musician	capulet	third watch	friar lawrence	peter	sampson	first watch	tybalt	first citizen	second watch	friar john	mercutio	romeo	lady capulet	paris	nurse	prince	apothecary	gregory	second servant	capulet’s cousin	abram
23	1	1	gregory	I will frown as I pass by, and let them take it as they list.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
24	1	1	sampson	Nay, as they dare. I will bite my thumb at them, which is disgrace tothem if they bear it.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
25	1	1	abram	Do you bite your thumb at us, sir?	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
26	1	1	sampson	I do bite my thumb, sir.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
27	1	1	abram	Do you bite your thumb at us, sir?	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
28	1	1	sampson	Is the law of our side if I say ay?	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
29	1	1	gregory	No.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
30	1	1	sampson	No sir, I do not bite my thumb at you, sir; but I bite my thumb, sir.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
31	1	1	gregory	Do you quarrel, sir?	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
32	1	1	abram	Quarrel, sir? No, sir.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
33	1	1	sampson	But if you do, sir, am for you. I serve as good a man as you.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
34	1	1	abram	No better.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
35	1	1	sampson	Well, sir.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
36	1	1	gregory	Say better; here comes one of my master’s kinsmen.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
37	1	1	sampson	Yes, better, sir.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
38	1	1	abram	You lie.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
39	1	1	sampson	Draw, if you be men. Gregory, remember thy washing blow.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
40	1	1	benvolio	Part, fools! put up your swords, you know not what you do.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
41	1	1	tybalt	What, art thou drawn among these heartless hinds?Turn thee Benvolio, look upon thy death.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
42	1	1	benvolio	I do but keep the peace, put up thy sword,Or manage it to part these men with me.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
43	1	1	tybalt	What, drawn, and talk of peace? I hate the wordAs I hate hell, all Montagues, and thee:Have at thee, coward.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
44	1	1	first citizen	Clubs, bills and partisans! Strike! Beat them down!Down with the Capulets! Down with the Montagues!	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1
45	1	1	capulet	What noise is this? Give me my long sword, ho!	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1
46	1	1	lady capulet	A crutch, a crutch! Why call you for a sword?	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1
47	1	1	capulet	My sword, I say! Old Montague is come,And flourishes his blade in spite of me.	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1
48	1	1	montague	Thou villain Capulet! Hold me not, let me go.	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1
49	1	1	lady montague	Thou shalt not stir one foot to seek a foe.	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1
50	1	1	prince	Rebellious subjects, enemies to peace,Profaners of this neighbour-stained steel,—Will they not hear? What, ho! You men, you beasts,That quench the fire of your pernicious rageWith purple fountains issuing from your veins,On pain of torture, from those bloody handsThrow your mistemper’d weapons to the groundAnd hear the sentence of your moved prince.Three civil brawls, bred of an airy word,By thee, old Capulet, and Montague,Have thrice disturb’d the quiet of our streets,And made Verona’s ancient citizensCast by their grave beseeming ornaments,To wield old partisans, in hands as old,Canker’d with peace, to part your canker’d hate.If ever you disturb our streets again,Your lives shall pay the forfeit of the peace.For this time all the rest depart away:You, Capulet, shall go along with me,And Montague, come you this afternoon,To know our farther pleasure in this case,To old Free-town, our common judgement-place.Once more, on pain of death, all men depart.	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1
51	1	1	prince	Citizens and Servants._]	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
52	1	1	montague	Who set this ancient quarrel new abroach?Speak, nephew, were you by when it began?	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
53	1	1	benvolio	Here were the servants of your adversaryAnd yours, close fighting ere I did approach.I drew to part them, in the instant cameThe fiery Tybalt, with his sword prepar’d,Which, as he breath’d defiance to my ears,He swung about his head, and cut the winds,Who nothing hurt withal, hiss’d him in scorn.While we were interchanging thrusts and blowsCame more and more, and fought on part and part,Till the Prince came, who parted either part.	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
54	1	1	lady montague	O where is Romeo, saw you him today?Right glad I am he was not at this fray.	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
55	1	1	benvolio	Madam, an hour before the worshipp’d sunPeer’d forth the golden window of the east,A troubled mind drave me to walk abroad,Where underneath the grove of sycamoreThat westward rooteth from this city side,So early walking did I see your son.Towards him I made, but he was ware of me,And stole into the covert of the wood.I, measuring his affections by my own,Which then most sought where most might not be found,Being one too many by my weary self,Pursu’d my humour, not pursuing his,And gladly shunn’d who gladly fled from me.	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
56	1	1	montague	Many a morning hath he there been seen,With tears augmenting the fresh morning’s dew,Adding to clouds more clouds with his deep sighs;But all so soon as the all-cheering sunShould in the farthest east begin to drawThe shady curtains from Aurora’s bed,Away from light steals home my heavy son,And private in his chamber pens himself,Shuts up his windows, locks fair daylight outAnd makes himself an artificial night.Black and portentous must this humour prove,Unless good counsel may the cause remove.	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
57	1	1	benvolio	My noble uncle, do you know the cause?	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
58	1	1	montague	I neither know it nor can learn of him.	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
59	1	1	benvolio	Have you importun’d him by any means?	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
60	1	1	montague	Both by myself and many other friends;But he, his own affections’ counsellor,Is to himself—I will not say how true—But to himself so secret and so close,So far from sounding and discovery,As is the bud bit with an envious wormEre he can spread his sweet leaves to the air,Or dedicate his beauty to the sun.Could we but learn from whence his sorrows grow,We would as willingly give cure as know.	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
61	1	1	benvolio	See, where he comes. So please you step aside;I’ll know his grievance or be much denied.	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
62	1	1	montague	I would thou wert so happy by thy stayTo hear true shrift. Come, madam, let’s away,	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
63	1	1	benvolio	Good morrow, cousin.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
64	1	1	romeo	Is the day so young?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
65	1	1	benvolio	But new struck nine.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
66	1	1	romeo	Ay me, sad hours seem long.Was that my father that went hence so fast?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
67	1	1	benvolio	It was. What sadness lengthens Romeo’s hours?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
68	1	1	romeo	Not having that which, having, makes them short.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
69	1	1	benvolio	In love?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
70	1	1	romeo	Out.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
71	1	1	benvolio	Of love?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
72	1	1	romeo	Out of her favour where I am in love.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
73	1	1	benvolio	Alas that love so gentle in his view,Should be so tyrannous and rough in proof.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
74	1	1	romeo	Alas that love, whose view is muffled still,Should, without eyes, see pathways to his will!Where shall we dine? O me! What fray was here?Yet tell me not, for I have heard it all.Here’s much to do with hate, but more with love:Why, then, O brawling love! O loving hate!O anything, of nothing first create!O heavy lightness! serious vanity!Misshapen chaos of well-seeming forms!Feather of lead, bright smoke, cold fire, sick health!Still-waking sleep, that is not what it is!This love feel I, that feel no love in this.Dost thou not laugh?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
75	1	1	benvolio	No coz, I rather weep.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
76	1	1	romeo	Good heart, at what?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
77	1	1	benvolio	At thy good heart’s oppression.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
78	1	1	romeo	Why such is love’s transgression.Griefs of mine own lie heavy in my breast,Which thou wilt propagate to have it prestWith more of thine. This love that thou hast shownDoth add more grief to too much of mine own.Love is a smoke made with the fume of sighs;Being purg’d, a fire sparkling in lovers’ eyes;Being vex’d, a sea nourish’d with lovers’ tears:What is it else? A madness most discreet,A choking gall, and a preserving sweet.Farewell, my coz.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
79	1	1	benvolio	Soft! I will go along:And if you leave me so, you do me wrong.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1
80	1	1	romeo	Tut! I have lost myself; I am not here.This is not Romeo, he’s some other where.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
81	1	1	benvolio	Tell me in sadness who is that you love?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
82	1	1	romeo	What, shall I groan and tell thee?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
83	1	1	benvolio	Groan! Why, no; but sadly tell me who.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
84	1	1	romeo	Bid a sick man in sadness make his will,A word ill urg’d to one that is so ill.In sadness, cousin, I do love a woman.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
85	1	1	benvolio	I aim’d so near when I suppos’d you lov’d.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
86	1	1	romeo	A right good markman, and she’s fair I love.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
87	1	1	benvolio	A right fair mark, fair coz, is soonest hit.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
88	1	1	romeo	Well, in that hit you miss: she’ll not be hitWith Cupid’s arrow, she hath Dian’s wit;And in strong proof of chastity well arm’d,From love’s weak childish bow she lives uncharm’d.She will not stay the siege of loving termsNor bide th’encounter of assailing eyes,Nor ope her lap to saint-seducing gold:O she’s rich in beauty, only poorThat when she dies, with beauty dies her store.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
89	1	1	benvolio	Then she hath sworn that she will still live chaste?	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
90	1	1	romeo	She hath, and in that sparing makes huge waste;For beauty starv’d with her severity,Cuts beauty off from all posterity.She is too fair, too wise; wisely too fair,To merit bliss by making me despair.She hath forsworn to love, and in that vowDo I live dead, that live to tell it now.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
91	1	1	benvolio	Be rul’d by me, forget to think of her.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
92	1	1	romeo	O teach me how I should forget to think.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
93	1	1	benvolio	By giving liberty unto thine eyes;Examine other beauties.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
94	1	1	romeo	’Tis the wayTo call hers, exquisite, in question more.These happy masks that kiss fair ladies’ brows,Being black, puts us in mind they hide the fair;He that is strucken blind cannot forgetThe precious treasure of his eyesight lost.Show me a mistress that is passing fair,What doth her beauty serve but as a noteWhere I may read who pass’d that passing fair?Farewell, thou canst not teach me to forget.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
95	1	1	benvolio	I’ll pay that doctrine, or else die in debt.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
96	1	2	capulet	But Montague is bound as well as I,In penalty alike; and ’tis not hard, I think,For men so old as we to keep the peace.	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
97	1	2	paris	Of honourable reckoning are you both,And pity ’tis you liv’d at odds so long.But now my lord, what say you to my suit?	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
98	1	2	capulet	But saying o’er what I have said before.My child is yet a stranger in the world,She hath not seen the change of fourteen years;Let two more summers wither in their prideEre we may think her ripe to be a bride.	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
99	1	2	paris	Younger than she are happy mothers made.	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
100	1	2	capulet	And too soon marr’d are those so early made.The earth hath swallowed all my hopes but she,She is the hopeful lady of my earth:But woo her, gentle Paris, get her heart,My will to her consent is but a part;And she agree, within her scope of choiceLies my consent and fair according voice.This night I hold an old accustom’d feast,Whereto I have invited many a guest,Such as I love, and you among the store,One more, most welcome, makes my number more.At my poor house look to behold this nightEarth-treading stars that make dark heaven light:Such comfort as do lusty young men feelWhen well apparell’d April on the heelOf limping winter treads, even such delightAmong fresh female buds shall you this nightInherit at my house. Hear all, all see,And like her most whose merit most shall be:Which, on more view of many, mine, being one,May stand in number, though in reckoning none.Come, go with me. Go, sirrah, trudge aboutThrough fair Verona; find those persons outWhose names are written there, [_gives a paper_] and to them say,My house and welcome on their pleasure stay.	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
101	1	2	servant	Find them out whose names are written here! It is written that theshoemaker should meddle with his yard and the tailor with his last, thefisher with his pencil, and the painter with his nets; but I am sent tofind those persons whose names are here writ, and can never find whatnames the writing person hath here writ. I must to the learned. In goodtime!	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	1	2	benvolio	Tut, man, one fire burns out another’s burning,One pain is lessen’d by another’s anguish;Turn giddy, and be holp by backward turning;One desperate grief cures with another’s languish:Take thou some new infection to thy eye,And the rank poison of the old will die.	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
103	1	2	romeo	Your plantain leaf is excellent for that.	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
104	1	2	benvolio	For what, I pray thee?	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
105	1	2	romeo	For your broken shin.	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
106	1	2	benvolio	Why, Romeo, art thou mad?	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
107	1	2	romeo	Not mad, but bound more than a madman is:Shut up in prison, kept without my food,Whipp’d and tormented and—God-den, good fellow.	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
108	1	2	servant	God gi’ go-den. I pray, sir, can you read?	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
109	1	2	romeo	Ay, mine own fortune in my misery.	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
110	1	2	servant	Perhaps you have learned it without book.But I pray, can you read anything you see?	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
111	1	2	romeo	Ay, If I know the letters and the language.	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
112	1	2	servant	Ye say honestly, rest you merry!	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
113	1	2	romeo	Stay, fellow; I can read._Signior Martino and his wife and daughters;County Anselmo and his beauteous sisters;The lady widow of Utruvio;Signior Placentio and his lovely nieces;Mercutio and his brother Valentine;Mine uncle Capulet, his wife, and daughters;My fair niece Rosaline and Livia;Signior Valentio and his cousin Tybalt;Lucio and the lively Helena. _A fair assembly. [_Gives back the paper_] Whither should they come?	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
114	1	2	servant	Up.	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
115	1	2	romeo	Whither to supper?	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
116	1	2	servant	To our house.	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
117	1	2	romeo	Whose house?	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
