	chapitre	livre	text	Berbedienne	Bérangère	Cenaine	Charmolue	Châteaupers	Claude Frollo	Coictier	Colombe	Coppenole	Cousin	Djali	Duc	Esmeralda	Esouteville	Falourdel	Fleur-de-Lys	Gondelaurier	Gringoire	Hoctement	Jehan Frollo	Louis XI	Olivier	Paquette	Quasimodo	Torterue	Tristan	Trouillefou
10	1	1	si le lecteur y consentir nous essayer de retrouver par le pensée le impression que il avoir éprouver avec nous en franchir le seuil de ce grand-salle au milieu de ce cohue en surcot en hoqueton et en cotte hardie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	1	1	et de abord bourdonnement dans le oreille éblouissement dans le oeil au dessus de notre tête un double voûte en ogive lambrissé en sculpture de bois peindre de azur fleurdelysée en or sous notre pied un pavé alternatif de marbre blanc et noir à quelque pas de nous un énorme pilier puis un autre puis un autre en tout sept pilier dans le longueur de le salle soutenir au milieu de son largeur le retombée de le double voûte autour de quatre premier pilier un boutique de marchand tout étincelante de verre et de clinquant autour de trois dernier un banc de bois de chêne user et polir par le haut-de-chausses de plaideur et le robe de procureur à le entour de le salle le long de le haut muraille entre le porte entre le croisé entre le pilier le interminable rangée de statue de tout le roi de france depuis pharamond le roi fainéant le bras pendant et le oeil baissé le roi vaillant et bataillard le tête et le main hardiment lever au ciel puis à long fenêtre ogive un vitrail de mille couleur à large issu de le salle de riche porte finement sculpter et le tout voûte pilier muraille chambranle lambris porte statue recouvrir de haut en bas de un splendide enluminure bleu et or qui déjà un peu ternir à le époque où nous le voir avoir presque entièrement disparaître sous le poussière et le toile de araignée en le an de grâce où de breul le admirer encore par tradition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1	1	qu on se représente maintenant ce immense salle oblong éclairer de le clarté blafard de un jour de janvier envahir par un foule bariolée et bruyant qui dérive le long de mur et tournoie autour de sept pilier et l on avoir déjà un idée confus de le ensemble de tableau dont nous aller essayer de indiquer plus précisément le curieux détail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1	1	il être certain que si ravaillac n avoir point assassiner henri iv il n y avoir point avoir de pièce de procès de ravaillac déposer au greffe de palais de justice point de complice intéresser à faire disparaître ledit pièce partir point de incendiaire obliger faute de meilleur moyen à brûler le greffe pour brûler le pièce et à brûler le palais de justice pour brûler le greffe par conséquent enfin point de incendie de le vieux palais être encore debout avec son vieux grand-salle je pouvoir dire au lecteur aller le voir et nous être ainsi dispenser tout deux moi de en faire lui de en lire un description tel quelle ce qui prouve ce vérité neuf que le grand événement avoir un suite incalculable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1	1	il être vrai que il être fort possible de abord que ravaillac n avoir pas de complice ensuite que son complice si par hasard il en avoir ne être pour rien dans le incendie de il en existe deux autre explication très plausible premièrement le grand étoile enflammé large de un pied haut de un coudée qui tomber comme chacun savoir de ciel sur le palais le mars après minuit deuxièmement le quatrain de théophile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	1	1	certes ce être un triste jeu quand à paris dame justice pour avoir manger trop de épice se mettre tout le palais en feu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	1	1	quoi que on pense de ce triple explication politique physique poétique de le incendie de palais de justice en le fait malheureusement certain ce être le incendie il reste bien peu de chose aujourd'hui grâce à ce catastrophe grâce surtout à divers restauration successif qui avoir achever ce qu lui avoir épargner il reste bien peu de chose de ce premier demeure de roi de france de ce palais aîné de louvre déjà si vieux de temps de philippe le bel qu on y chercher le trace de magnifique bâtiment élevé par le roi robert et décrire par helgaldus presque tout avoir disparaître qu être devenir le chambre de le chancellerie où saint louis consommer son mariage le jardin où il rendre le justice vêtir de un cotte de camelot de un surcot de tiretaine sans manche et de un manteau pardessu de sandal noir coucher sur un tapis avec joinville où être le chambre de le empereur sigismond celui de charles iv celui de jean sans terre où être le escalier de où charles vi promulguer son édit de grâce le dalle où marcel égorger en présence de dauphin robert de clermont et le maréchal de champagne le guichet où être lacérer le bulle de le antipape bénédict et de où repartir celui qui le avoir apporter chapé et mitré en dérision et faire amende honorable par tout paris et le grand-salle avec son dorure son azur son ogive son statue son pilier son immense voûte tout déchiquetée de sculpture et le chambre doré et le lion de pierre qui se tenir à le porte le tête baisser le queue entre le jambe comme le lion de trône de salomon dans le attitude humilier qui convier à le force devant le justice et le bel porte et le beal vitrail et le ferrure ciseler qui décourager biscornette et le délicat menuiserie de de hancy qu avoir faire le temps qu avoir faire le homme de ce merveille que nous avoir t on donner pour tout cela pour tout ce histoire gaulois pour tout ce art gothique le lourd cintre surbaisser de m de brosse ce gauche architecte de portail saint-gervais voilà pour le art et quant à le histoire nous avoir le souvenir bavard de gros pilier encore tout retentir de commérage de patrus	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
17	1	1	ce n être pas grand chose revenon à le véritable grand-salle de véritable vieux palais	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	1	1	le deux extrémité de ce gigantesque parallélogramme être occuper le un par le fameux table de marbre si long si large et si épaisse que jamais on ne voir dire le vieux papier terrier dans un style qui avoir donner appétit à gargantua pareil tranche de marbre au monde le autre par le chapelle où louis xi se être faire sculpter à genou devant le vierge et où il avoir faire transporter sans se soucier de laisser deux niche vide dans le file de statue royal le statue de charlemagne et de saint louis deux saint qu il supposer fort en crédit au ciel comme roi de france ce chapelle neuve encore bâtir à peine depuis six an être tout dans ce goût charmant de architecture délicat de sculpture merveilleux de fin et profond ciselure qui marque chez nous le fin de le ère gothique et se perpétue jusque vers le milieu de seizième siècle dans le fantaisie féerique de le renaissance le petit rosace à jour percée au-dessus de portail être en particulier un chef de oeuvre de ténuité et de grâce on avoir dire un étoile de dentelle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
19	1	1	au milieu de le salle vis vis le grand porte un estrade de brocart de or adosser au mur et dans lequel être pratiquer un entrée particulier au moyen de un fenêtre de couloir de le chambre doré avoir être élever pour le envoyé flamand et le autre gros personnage convier à le représentation de mystère	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	1	1	ce être sur le table de marbre que devoir selon le usage être représenter le mystère lui avoir être disposer pour cela dès le matin son riche planche de marbre tout rayée par le talon de le basoche supporter un cage de charpente assez élevé dont le surface supérieur accessible à regard de tout le salle devoir servir de théâtre et dont le intérieur masquer par un tapisserie devoir tenir lieu de vestiaire à personnage de le pièce un échelle naïvement placer en dehors devoir établir le communication entre le scène et le vestiaire et prêter son roide échelon à entrée comme à sortie il n y avoir pas de personnage si imprévu pas de péripétie pas de coup de théâtre qui ne être tenir de monter par ce échelle innocent et vénérable enfance de le art et de machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	1	1	quatre sergent de bailli de palais gardien obliger de tout le plaisir de peuple le jour de fête comme le jour de exécution se tenir debout à quatre coin de le table de marbre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	1	1	ce n être qu au douzième coup de midi sonner à le grand horloge de palais que le pièce devoir commencer ce être bien tard sans doute pour un représentation théâtral mais il avoir falloir prendre le heure de ambassadeur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	1	1	or tout ce multitude attendre depuis le matin bon nombre de ce honnête curieux grelottaient dès le point de jour devant le grand degré de palais quelques-uns même affirmer avoir passer le nuit en travers de le grand porte pour être sûr de entrer le premier le foule se épaissir à tout moment et comme un eau qui dépasser son niveau commencer à monter le long de mur à se enfler autour un pilier à déborder sur le entablement sur le corniche sur le appui de fenêtre sur tout le saillie de le architecture sur tout le relief de le sculpture aussi le gêne le impatience le ennui le liberté de un jour de cynisme et de folie le querelle qui éclater à tout propos pour un coude pointu ou un soulier ferré le fatigue de un long attente donner lui déjà bien avant le heure où le ambassadeur devoir arriver un accent aigre et amer à le clameur de ce peuple enfermer emboîter presser fouler étouffer on n entendre que plainte et imprécation contre le flamand le prévôt de marchand le cardinal de bourbon le bailli de palais monsieur marguerite de autriche le sergent à verge le froid le chaud le mauvais temps le évêque de paris le pape de fou le pilier le statue ce porte fermé ce fenêtre ouvrir le tout au grand amusement de bande de écolier et de laquais disséminer dans le masse qui mêler à tout ce mécontentement leur taquinerie et leur malice et piquer pour ainsi dire à coup de épingle le mauvais humeur général	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	1	1	il y avoir entre autre un groupe de ce joyeux démon qui après avoir défoncer le vitrage de un fenêtre se être hardiment asseoir sur le entablement et de là plonger tour à tour son regard et son raillerie au dedans et au dehors dans le foule de le salle et dans le foule de le place à leur geste de parodie à leur rire éclatant à appel goguenard qu il échanger de un bout à le autre de le salle avec leur camarade il être aisé de juger que ce jeune clerc ne partager pas le ennui et le fatigue de reste de assistant et qu il savoir fort bien pour leur plaisir particulier extraire de ce qu il avoir sous le oeil un spectacle qui leur faire attendre patiemment le autre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	1	1	sur mon âme ce être vous joannes frollo de molendino crier le un de lui à un espèce de petit diable blond à joli et malin figure accrocher à acanthe de un chapiteau vous être bien nommer jehan de moulin car votre deux bras et votre deux jambe avoir le air de quatre aile qui aller au vent depuis combien de temps être vous ici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	1	1	par le miséricorde de diable répondre joannes frollo voilà plus de quatre heure et je espérer bien que lui me être compter sur mon temps de purgatoire je avoir entendre le huit chantre de roi de sicile entonner le premier verset de le haut messe de sept heure dans le sainte-chapelle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	1	1	de beal chantre reprendre le autre et qui avoir le voix encore plus pointue que leur bonnet avant de fonder un messe à monsieur saint jean le roi avoir bien devoir se informer si monsieur saint jean aime le latin psalmodier avec accent provençal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	1	1	c être pour employer ce maudire chantre de roi de sicile qu il avoir faire cela crier aigrement un vieux femme dans le foule au bas de le fenêtre je vous demande un peu mille livre parisis pour un messe et sur le ferme de poisson de mer de halle de paris encore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	1	1	pai vieux reprendre un gros et grave personnage qui se boucher le nez à côté de le marchand de poisson il falloir bien fonder un messe vouliez vous pas que le roi retombât malade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	1	1	bravement parler sire gilles lecornu maître pelletier fourreur de robe de roi crier le petit écolier cramponner au chapiteau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	1	1	un éclat de rire de tout le écolier accueillir le nom malencontreux de pauvre pelletier fourreur de robe de roi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	1	1	lecornu gilles lecornu dire le un	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	1	1	cornutus et hirsutu reprendre un autre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	1	1	hé sans doute continuer le petit démon de chapiteau qu avoir il à rire honorable homme gilles lecornu frère de maître jehan lecornu prévôt de le hôtel de roi fils de maître mahiet lecornu premier portier de bois de vincennes tout bourgeois de paris tout marié de père en fils	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	1	1	le gaieté redoubler le gros pelletier fourreur sans répondre un mot se efforcer de se dérober à regard fixer sur lui de tout côté mais il suer et souffler en vain comme un coin qui se enfoncer dans le bois le effort qu il faire ne servir que à emboîter plus solidement dans le épaule de son voisin son large face apoplectique pourpre de dépit et de colère	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	1	1	enfin un de celui ci gros court et vénérable comme lui venir à son secours	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	1	1	abomination un écolier qui parler de le sorte à un bourgeois de mon temps on le avoir fustiger avec un fagot dont on le avoir brûler ensuite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	1	1	le bande entier éclater	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	1	1	holàhée qui cher ce gamme quel être le chat-huant de malheur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	1	1	tien je le reconnai dire le un ce être maître andry musnier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	1	1	parc que il être un de quatre libraire juré de le université dire le autre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	1	1	tout être par quatre dans ce boutique crier un troisième le quatre nation le quatre faculté le quatre fête le quatre procureur le quatre électeur le quatre libraire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	1	1	eh bien reprendre jehan frollo il falloir leur faire le diable à quatre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
44	1	1	musnier nous brûler ton livre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	1	1	musnier nous battre ton laquais	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	1	1	musnier nous chiffonner ton femme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	1	1	la bon gros mademoisell oudarde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	1	1	qui être aussi frais et aussi gaie que si lui être veuf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	1	1	que le diable vous emporte grommela maître andry musnier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	1	1	maître andry reprendre jehan toujours pendre à son chapiteau tais toi ou je te tombe sur le tête	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	1	1	maître andry lever le oeil paraître mesurer un instant le hauteur de pilier le pesanteur de drôle multiplier mentalement ce pesanteur par le carré de le vitesse et se taire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	1	1	jehan maître de champ de bataille poursuivre avec triomphe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	1	1	ce être que je le ferai quoique je être frère de un archidiacre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	1	1	beal sire que notre gens de le université n avoir seulement pas faire respecter notre privilège dans un jour comme celui-ci enfin il y avoir mai et feu de joie à le ville mystère pape de fou et ambassadeur flamand à le cité et à le université rien	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	1	1	cepender le place maubert être assez grand reprendre un de clerc cantonner sur le table de le fenêtre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	1	1	à bas le recteur le électeur et le procureur crier joannes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	1	1	il falloir faire un feu de joie ce soir dans le champ-gaillard poursuivre le autre avec le livre de maître andry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	1	1	et le pupitre de scribe dire son voisin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	1	1	et le verge de bedeau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	1	1	et le crachoir de doyen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	1	1	et le buffet de procureur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	1	1	et le huche de électeur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	1	1	et le escabeau de recteur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	1	1	à bas reprendre le petit jehan en faux-bourdon à bas maître andry le bedeau et le scribe le théologien le médecin et le décrétiste le procureur le électeur et le recteur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	1	1	c être donc le fin de monde murmurer maître andry en se boucher le oreille	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	1	1	à propos le recteur le voici qui passer dans le place crier un de celui de le fenêtre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	1	1	ce être à qui se retourner vers le place	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	1	1	est ce que ce être vraiment notre vénérable recteur maître thibaut demander jehan frollo de moulin qui se être accrocher à un pilier de le intérieur ne pouvoir voir ce qui se passer au dehors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
69	1	1	oui oui répondre tout le autre ce être lui ce être bien lui maître thibaut le recteur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	1	1	ce être en effet le recteur et tout le dignitaire de le université qui se rendre processionnellement au devant de le ambassade et traverser en ce moment le place de palais le écolier presser à le fenêtre le accueillir au passage avec un sarcasme et de applaudissement ironique le recteur qui marcher en tête de son compagnie essuyer le premier bordée lui être rude	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	1	1	bonjour monsieur le recteur holàhée bonjour donc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	1	1	comment faire il pour être ici le vieux joueur il avoir donc quitter son dé	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	1	1	comme il trotte sur son mule lui avoir le oreille moins long que lui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	1	1	holàhée bonjour monsieur le recteur thibaut tybalde aleator vieux imbécile vieux joueur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	1	1	dieu vous garde avoir vous faire souvent double-six ce nuit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	1	1	oh le caduc figure plomber tirer et battre pour le amour de jeu et de dé	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	1	1	où aller vous comme cela tybalde ad dados tournant le dos à le université et trotter vers le ville	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1	1	il aller sans doute chercher un logis rue thibautodé crier jehan de moulin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	1	1	tout le bande répéter le quolibet avec un voix de tonnerre et de battement de main furieux	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	1	1	vous aller chercher logis rue thibautodé n être ce pas monsieur le recteur joueur de le partie de diable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	1	1	puis ce être le tour de autre dignitaire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	1	1	à bas le bedeau à bas le massier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	1	1	di donc robin poussepain qu être ce que ce être donc que celui là	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	1	1	c être gilbert de suilly gilbertus de soliaco le chancelier de collège de autun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	1	1	tien voici mon soulier tu être mieux placer que moi jette-le-lui par le figure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	1	1	saturnalitias mittimus ecc nuces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	1	1	à bas le six théologien avec leur surplis blanc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	1	1	ce être là le théologien je croire que ce être le six oie blanc donnée par sainte-geneviève à le ville pour le fief de roogny	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	1	1	à bas le médecin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	1	1	à bas le disputation cardinal et quodlibétaire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
